2
2
0.9661776588512316
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.7810316481783472
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.7810316481783472
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.8555529813734069
1	0	0.055000798469284407
0	1	0.5872154629586397
1	0	0.055000798469284407
